canonical_smiles,pchembl_value
Cc1ccc(-c2noc(C)c2COc2nnc(C(N)=O)cc2C)cn1,8.92
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)NC3(C)COC3)nn2)cn1,7.49
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)NC3CC4(COC4)C3)nn2)cn1,7.17
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)NC3CCOCC3)cn2)cn1,7.27
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,7.25
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)NC3CCOCC3)nn2)nn1,8.59
Cc1ccc(-c2noc(C3CC3)c2COc2ccc(C(=O)N[C@H]3CCOC3)nn2)cn1,7.22
Cc1ccc(-c2noc(CF)c2COc2ccc(C(=O)NC3(C(F)(F)F)CC3)nn2)cn1,7.29
Cc1ccc(-c2noc(CF)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,7.49
Cc1ccc(-c2nocc2COc2ccc(C(=O)NC3CCOCC3)cn2)cn1,7.12
Cc1ccc(C(=O)N2CCc3nc(O)n4cc(-c5ccccc5F)nc4c3C2)cc1,6.52
Cc1ccc(Cn2c(=O)c3cncn3c3ccccc32)cn1,7.46
Cc1cccc2c1n1cncc1c(=O)n2Cc1cccnc1,6.22
Cc1ccccc1C(=O)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1,6.26
Cc1ccncc1Cn1c(=O)c2cncn2c2ccccc21,7.22
Cc1cncc(Cn2c(=O)c3cncn3c3ccccc32)c1,7.22
Cc1csc(-c2cc(-c3ccncc3)c3n(c2=O)CCCc2ccncc2-3)n1,8.89
Cc1nc(N2CC[C@H](O)C2)ncc1-c1cc(C(F)(F)F)cc2[nH]ncc12,5.34
Cc1ncc(-c2noc(C)c2COc2ccc(C(=O)NC(C)C)cn2)cc1F,7.87
Cc1ncc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)cn2)cc1F,7.84
Cc1ncc(Cn2c(=O)c3cncn3c3ccccc32)cn1,8.44
Cc1ncn2c1c(=O)n(Cc1ccccn1)c1ccccc12,7.8
